study_hours,attendance,participation,extra_curricular,sleep_hours,stress_level,motivation_score,parent_education,previous_gpa,assignment_completion,grade
17.7,58.2,1.5,5.2,7.6,9.3,4.8,3,6.1,61.9,D
26.8,82.4,2.0,8.1,7.5,3.6,3.9,0,5.65,58.6,B
17.2,64.7,1.5,1.5,4.0,3.9,7.2,0,6.6,53.0,D
18.3,80.0,2.9,2.9,6.6,7.5,5.0,3,7.45,43.6,C
19.9,100.0,4.7,1.1,4.1,6.1,3.1,3,5.7,99.3,C
11.1,100.0,8.2,1.4,7.5,6.7,9.1,3,6.2,77.8,B
13.9,93.9,5.1,0.3,6.9,9.6,2.6,0,9.52,76.4,C
3.6,85.1,0.8,1.3,6.5,2.7,6.0,3,9.98,64.4,B
16.4,95.1,6.6,5.6,5.8,5.3,2.7,3,9.0,57.5,B
19.9,77.1,3.7,1.9,6.6,2.2,8.2,0,8.77,82.6,A
24.5,81.0,2.6,7.0,7.6,5.8,6.4,0,5.05,64.9,C
9.4,92.1,2.4,0.1,6.5,3.8,1.9,2,9.07,43.8,C
9.6,88.8,8.0,0.7,5.4,5.6,3.9,1,5.85,49.2,C
13.7,81.2,5.8,1.9,7.8,7.8,9.5,0,7.9,63.9,C
8.1,70.0,1.1,0.1,7.9,7.4,6.9,1,9.4,46.9,D
15.1,85.7,9.7,2.7,5.7,2.9,8.1,2,8.22,81.2,A
27.7,89.1,8.7,1.1,8.7,10.0,4.9,2,7.62,65.7,B
28.1,73.0,8.8,6.5,6.3,5.2,9.8,3,5.6,80.7,A
14.3,97.4,9.0,1.0,7.1,2.8,2.3,2,7.7,41.6,B
13.5,88.2,9.8,0.8,4.7,2.0,5.4,3,5.62,62.7,B
16.5,73.6,6.2,3.5,7.1,9.2,8.3,3,6.25,58.3,C
11.1,86.0,1.2,0.8,6.9,1.7,3.6,0,9.95,71.2,B
28.9,77.5,4.1,0.1,6.1,4.8,1.4,0,4.9,75.3,C
8.6,68.7,0.7,4.4,6.5,7.5,4.5,1,6.02,53.0,D
17.1,49.7,2.6,4.2,5.5,4.6,7.4,3,4.2,95.1,D
26.6,80.1,0.4,1.8,5.9,4.5,9.2,3,8.4,90.2,C
16.4,56.5,1.4,0.6,8.1,6.0,3.3,1,9.3,62.3,C
10.7,86.1,10.0,0.3,5.2,4.5,6.8,3,8.25,66.2,C
12.7,75.7,1.6,0.7,7.5,2.2,2.1,2,6.55,69.6,C
6.4,76.1,8.2,6.5,6.0,1.5,6.5,3,6.57,82.9,B
5.9,82.7,0.8,1.0,7.1,3.3,1.7,3,4.32,83.8,D
2.5,94.2,5.0,8.5,6.7,9.4,3.9,3,8.4,61.9,C
12.6,83.1,1.8,3.3,5.6,8.7,5.1,0,5.52,41.4,D
22.9,84.6,0.8,4.8,5.0,1.3,6.9,2,5.25,72.1,B
25.7,78.4,7.5,0.7,5.2,5.6,9.4,3,9.0,42.2,A
17.5,59.6,8.9,0.1,6.2,3.1,3.4,2,6.22,53.3,C
13.6,72.9,9.3,4.2,6.2,8.5,4.7,2,7.25,55.8,C
17.7,60.1,8.8,0.5,6.0,4.3,1.4,2,8.28,59.6,C
15.9,69.5,4.4,1.0,5.2,3.3,5.9,1,7.4,54.3,C
29.5,64.3,8.1,4.3,10.0,1.5,6.0,3,5.2,87.5,B
13.3,52.6,3.8,3.8,6.5,7.3,8.7,0,8.12,68.0,C
11.9,82.4,6.4,2.2,7.9,5.8,6.5,0,5.75,63.6,C
16.4,76.4,7.5,7.1,5.9,9.8,3.0,0,6.95,68.4,C
9.3,74.0,9.9,0.7,6.9,8.1,9.9,0,7.05,98.1,B
7.6,74.9,7.0,4.1,7.2,5.1,2.9,3,6.45,91.9,B
6.2,72.5,3.9,0.3,6.1,6.8,9.3,0,8.4,49.1,C
7.3,83.6,8.4,4.3,6.0,4.3,2.2,2,6.92,47.3,C
10.7,58.5,8.8,6.3,5.8,1.7,8.0,1,5.85,44.2,C
14.4,92.3,6.5,8.8,7.3,7.2,4.5,0,4.62,92.8,B
10.7,76.9,0.4,2.3,6.1,8.2,1.4,2,3.95,49.5,F
17.5,66.0,8.3,3.4,5.8,5.6,5.8,0,5.0,93.3,B
11.3,79.1,0.6,0.7,4.0,6.8,9.5,3,5.68,46.7,F
12.2,84.5,7.9,3.6,7.5,9.8,6.0,2,6.55,73.9,C
4.5,75.8,2.0,2.3,8.4,4.5,4.8,3,9.25,90.1,C
15.8,79.8,8.5,8.6,4.8,6.1,2.4,0,10.0,91.4,B
16.5,68.1,9.1,3.3,7.5,1.4,9.4,2,9.98,77.7,A
13.9,71.6,7.8,4.4,6.3,7.2,4.0,2,7.48,98.1,C
4.4,61.6,7.2,10.0,6.9,4.2,3.9,2,7.48,71.0,D
24.6,79.6,4.5,4.0,9.5,3.7,2.8,0,7.02,72.6,C
7.2,79.1,4.1,0.3,5.9,8.1,9.3,1,9.57,76.0,C
4.5,87.3,3.8,4.0,6.7,8.1,2.5,1,7.98,52.7,D
10.1,69.9,4.6,0.6,6.0,1.2,3.9,3,7.15,51.7,C
22.5,69.0,5.0,3.2,8.7,4.5,4.1,1,5.25,78.1,C
24.6,56.3,9.1,0.1,5.6,5.5,4.9,0,6.08,83.7,B
4.1,80.0,2.0,0.0,6.9,2.7,6.7,2,7.22,84.8,C
24.6,62.2,3.8,0.0,7.6,7.7,4.1,2,8.25,71.3,C
14.4,85.0,0.6,2.6,7.7,4.3,3.3,0,6.35,91.5,C
20.9,87.4,0.6,2.7,5.9,4.8,1.8,2,9.22,52.1,C
4.3,100.0,8.7,0.7,6.6,4.1,1.2,1,6.6,55.1,B
5.7,47.1,9.7,0.1,6.6,8.2,4.9,3,7.88,67.2,D
10.8,86.0,7.1,4.5,4.1,9.7,6.5,0,8.98,83.7,B
4.1,66.3,6.8,0.9,5.1,6.4,3.6,2,10.0,82.9,D
12.3,90.6,6.8,1.5,4.8,2.4,7.2,0,6.08,45.6,B
7.3,87.5,6.7,0.1,6.1,7.3,3.0,1,7.5,44.1,D
17.1,63.6,2.8,1.4,5.9,1.7,4.0,2,7.68,65.5,D
18.3,71.7,6.5,10.0,6.9,3.7,1.3,2,7.0,49.9,C
19.1,68.6,3.0,6.5,7.8,6.5,4.8,2,5.5,54.3,C
4.0,75.0,4.4,2.9,7.8,5.9,5.3,2,6.95,95.5,C
12.9,83.5,5.5,3.0,8.7,2.0,9.7,0,6.05,85.0,B
11.9,66.3,3.8,2.9,8.4,5.9,6.9,1,6.55,71.0,D
19.7,73.6,9.5,1.2,7.1,8.3,6.6,1,10.0,40.0,B
15.8,66.1,9.0,4.1,5.8,2.0,9.8,3,8.05,42.9,B
23.5,72.6,8.5,0.5,7.9,3.4,1.4,0,5.0,88.3,C
3.6,83.4,6.4,4.5,5.1,4.6,7.5,1,7.15,52.9,C
30.8,81.9,2.3,0.1,4.3,2.6,3.9,0,8.22,43.0,C
12.9,76.0,5.7,2.0,7.1,3.4,2.3,0,9.45,76.4,C
8.1,78.7,3.5,5.2,4.9,8.6,5.4,1,8.4,69.9,D
8.6,76.3,5.1,2.5,5.0,2.4,6.6,3,7.98,94.1,C
17.8,94.9,6.2,1.3,6.4,9.4,6.6,3,6.45,45.0,C
13.7,57.5,4.9,3.8,7.8,2.6,8.0,3,5.98,79.8,C
16.9,84.1,9.2,10.0,6.0,7.7,4.0,2,10.0,69.6,B
18.1,56.6,3.7,2.9,7.4,8.3,1.3,1,8.32,42.9,D
17.1,82.4,5.0,2.4,6.7,5.7,9.1,2,8.88,87.4,B
17.4,84.2,6.1,0.6,8.9,6.7,4.8,2,6.57,94.0,B
23.2,79.6,5.3,0.8,7.0,8.7,9.1,2,9.3,78.9,B
19.5,81.1,3.1,1.5,5.6,5.5,5.4,0,6.82,75.3,B
3.9,84.5,9.7,3.7,5.4,2.3,2.5,0,6.38,42.7,C
16.5,84.5,9.7,1.7,6.7,7.2,9.2,1,6.28,62.4,B
13.5,69.3,2.1,2.2,6.1,5.6,1.7,1,6.65,75.2,C
14.8,81.1,1.3,2.7,6.2,8.7,9.2,0,7.12,91.0,C
13.1,85.1,3.3,1.4,6.7,7.4,9.9,0,7.1,81.3,C
4.3,58.4,6.3,5.0,5.3,7.0,7.0,2,5.98,94.1,C
24.9,73.6,5.0,5.0,7.2,5.9,4.8,3,9.28,98.4,B
13.5,100.0,8.3,3.7,5.9,4.3,9.4,3,7.3,91.8,B
5.8,65.0,3.6,0.2,6.7,9.5,2.8,3,7.55,42.4,F
14.0,83.6,7.3,1.7,6.3,8.2,6.6,3,6.85,58.9,C
4.3,73.6,7.3,0.1,6.1,2.7,2.1,3,3.62,92.2,C
11.7,78.8,4.7,0.5,6.8,9.2,6.5,2,6.75,86.0,C
18.8,100.0,7.4,1.9,7.6,7.3,9.4,1,6.05,49.9,B
16.4,69.3,3.5,9.2,5.9,1.1,3.7,0,8.18,56.9,C
9.5,68.7,5.4,3.2,5.6,8.3,7.1,2,7.62,93.3,C
18.9,67.1,2.9,10.0,6.8,3.9,1.8,3,8.52,57.1,B
23.7,88.2,8.0,3.2,6.0,3.9,5.6,0,4.05,90.9,B
21.1,78.7,5.1,2.2,6.9,2.9,7.5,2,7.22,74.2,B
10.0,78.2,0.8,1.9,5.9,9.4,7.5,3,8.05,42.0,D
9.5,85.7,3.5,2.4,7.0,6.5,3.9,2,4.75,48.6,C
25.1,68.7,9.0,2.5,6.8,8.0,8.1,0,7.3,97.6,C
18.5,68.1,3.3,0.1,7.4,8.5,8.6,1,4.85,44.6,C
14.0,84.4,6.3,1.7,7.4,9.1,6.9,3,5.85,57.4,C
2.8,83.4,4.8,2.6,5.9,2.3,3.9,0,8.92,86.2,C
16.4,85.2,8.0,3.8,8.6,8.6,7.0,0,8.82,84.0,B
4.4,70.3,8.3,2.9,7.8,7.3,3.6,1,10.0,75.3,B
13.4,71.8,2.4,0.0,4.5,2.7,1.0,2,6.15,58.8,C
14.9,55.4,2.2,0.7,6.1,4.7,9.9,1,7.9,61.1,D
6.6,66.9,7.9,2.5,6.6,7.5,4.8,1,5.8,71.4,D
24.3,83.1,0.8,3.6,5.3,8.8,6.5,2,6.52,61.3,C
8.7,78.9,5.7,4.8,5.4,6.2,6.5,2,7.08,83.7,C
20.5,61.7,9.5,0.2,4.2,3.0,5.6,2,7.55,76.4,B
4.0,55.3,0.2,10.0,7.2,7.8,4.5,0,8.1,85.1,D
10.0,56.5,4.2,2.0,6.6,4.3,3.2,0,8.73,64.5,C
17.3,62.4,3.9,4.7,6.5,6.6,3.1,3,3.92,83.1,F
21.2,74.2,6.1,6.2,7.0,7.8,4.9,3,8.82,72.8,B
7.7,58.5,7.8,2.1,8.6,5.5,6.5,1,7.1,93.9,D
5.8,79.0,8.0,2.4,7.5,3.4,7.6,1,5.95,76.6,B
21.9,58.5,4.4,3.6,5.5,8.0,7.5,3,7.45,79.4,C
13.6,69.0,6.4,2.5,6.5,2.7,8.2,1,6.98,98.0,C
24.0,88.8,3.6,2.0,7.6,3.0,5.5,2,8.22,61.0,B
24.7,86.9,8.7,6.3,6.0,9.8,4.4,0,9.05,78.3,A
14.7,86.7,2.9,2.0,6.4,3.2,4.1,3,5.52,49.8,C
9.3,85.3,1.8,1.1,6.4,1.2,2.3,0,7.35,41.6,D
29.9,72.1,4.4,8.2,8.8,9.1,2.3,3,7.5,53.8,D
19.8,79.1,5.3,8.8,5.7,4.5,2.3,0,6.75,53.8,C
22.7,100.0,9.9,1.4,5.7,5.3,4.5,3,8.65,60.6,A
17.4,83.3,8.9,3.6,6.0,5.7,8.7,0,4.22,95.9,B
4.4,100.0,2.4,1.0,8.4,5.5,7.2,2,8.43,50.4,C
10.4,80.0,5.4,8.1,9.7,6.4,4.7,3,5.58,90.3,C
1.9,79.6,4.7,7.1,6.3,5.7,8.0,3,7.72,73.7,C
14.8,95.6,5.5,1.6,6.2,7.6,9.3,3,5.68,55.1,C
10.3,82.5,5.5,0.3,7.3,7.0,9.1,2,9.28,87.0,B
8.6,75.5,0.6,0.2,6.5,4.3,2.0,0,9.62,83.9,D
20.5,88.4,2.7,4.8,5.8,8.0,7.4,3,6.3,51.0,C
19.9,65.2,3.9,0.2,4.0,5.0,1.4,0,5.78,61.7,D
26.8,55.4,9.5,0.3,6.6,9.5,9.9,2,6.4,69.0,A
7.1,81.9,5.0,1.9,5.7,5.1,1.1,1,10.0,50.4,C
26.9,81.7,9.6,5.8,6.7,4.1,10.0,3,6.4,58.1,A
3.1,67.2,9.2,0.3,6.5,5.0,9.8,2,8.3,99.4,C
9.4,100.0,0.2,3.7,5.7,6.1,6.1,0,7.52,80.9,C
4.5,78.5,1.2,2.7,7.0,8.0,3.5,3,8.18,57.3,D
23.5,81.1,6.4,6.2,6.1,4.4,8.0,0,7.35,65.0,B
21.5,62.0,3.3,0.8,7.5,3.8,2.7,1,7.35,90.3,C
13.5,64.2,4.8,2.7,6.4,6.9,4.9,3,5.0,80.8,D
11.3,77.2,8.5,1.3,5.8,4.3,7.6,3,6.42,57.6,C
16.8,67.0,1.2,0.5,7.8,4.1,6.4,0,7.75,50.2,C
17.3,84.4,1.9,10.0,7.5,1.1,4.2,3,7.78,84.6,B
11.2,74.0,2.4,1.0,6.4,4.5,7.5,2,8.43,94.6,C
6.8,69.3,9.4,0.9,4.8,7.4,3.6,2,6.7,56.0,D
12.5,65.3,8.5,0.8,5.8,7.1,4.9,1,8.0,46.9,D
11.6,62.8,1.8,0.0,4.0,3.1,1.5,2,5.48,65.8,D
20.0,58.1,3.6,5.5,5.6,1.8,10.0,1,10.0,73.1,B
26.4,72.4,0.6,0.3,6.7,4.7,1.4,0,4.15,97.4,C
22.7,57.3,2.9,4.9,9.1,2.7,5.8,0,6.62,59.1,B
8.8,65.8,6.3,0.5,5.7,8.8,5.6,1,7.48,63.1,D
9.9,73.1,3.9,1.7,5.1,2.5,1.2,2,10.0,76.6,C
4.3,73.8,9.4,2.5,5.1,8.0,2.5,2,9.18,42.9,C
4.0,85.7,8.4,4.6,6.0,9.7,8.9,1,10.0,78.7,B
11.0,67.6,5.7,1.7,7.6,5.8,1.6,1,5.8,62.1,C
16.5,75.7,5.4,4.8,6.1,4.9,2.3,0,8.68,42.9,C
23.2,80.2,1.8,1.7,6.3,2.3,7.5,1,9.12,51.2,B
20.6,87.3,3.0,6.1,6.5,7.6,6.6,2,6.45,85.6,B
26.1,98.4,7.2,6.3,5.4,9.4,6.2,1,5.1,50.7,B
17.5,90.7,3.3,0.2,4.4,7.4,9.6,1,6.72,81.5,C
16.9,87.5,6.3,3.6,7.4,9.6,5.2,1,6.1,82.1,B
21.3,90.2,8.4,3.4,6.9,8.4,7.4,0,6.42,47.9,B
23.9,52.9,8.9,6.1,5.6,7.0,6.8,1,7.98,94.1,C
27.4,92.5,6.8,7.3,6.3,4.5,3.2,3,8.92,62.3,B
8.1,100.0,9.5,1.0,5.2,1.4,4.4,3,7.35,77.4,B
8.9,63.1,0.5,2.2,6.1,4.8,9.2,3,6.65,83.5,C
12.0,94.7,1.8,3.5,6.5,7.5,5.5,2,7.28,65.9,C
0.5,82.3,2.3,6.8,5.0,7.5,3.7,2,5.4,43.2,D
4.3,92.2,9.0,1.7,5.9,4.9,7.4,1,5.62,40.8,B
6.3,85.2,6.8,1.7,6.6,2.8,3.6,3,7.45,81.6,C
23.7,92.4,1.1,0.1,5.7,2.0,1.6,0,5.62,85.3,B
5.2,59.9,7.7,4.3,5.8,9.0,6.6,3,9.93,99.4,C
1.5,81.1,1.8,0.2,8.6,3.9,6.5,3,8.02,43.1,C
6.4,84.0,1.7,2.0,7.5,8.1,3.1,2,8.12,51.6,C
15.4,71.2,1.7,0.5,7.5,4.2,1.2,2,4.47,45.8,D
9.6,79.9,1.7,0.2,6.0,8.5,1.9,0,10.0,48.7,C
18.4,68.8,9.4,2.4,7.2,5.6,1.8,2,8.7,78.6,B
4.5,90.6,1.5,1.3,6.4,8.7,6.0,0,5.7,42.8,F
6.6,89.9,9.6,0.5,7.4,2.7,2.5,2,9.0,92.2,A
8.0,99.2,3.6,5.9,4.7,9.4,8.2,3,6.75,43.3,D
13.0,87.1,3.1,2.7,7.8,5.5,4.3,3,8.05,65.9,C
15.5,62.8,6.1,1.9,7.2,5.5,8.7,0,8.02,85.1,C
7.0,70.9,5.0,0.5,4.8,1.9,3.9,0,9.0,50.1,C
13.8,90.0,6.4,8.8,6.9,7.0,6.8,2,8.77,43.5,C
19.1,78.2,7.3,0.5,5.3,6.4,4.4,2,6.82,61.2,C
9.0,72.7,6.2,2.0,7.7,9.7,9.5,0,6.88,89.9,C
7.7,71.9,6.0,1.4,4.9,4.4,2.2,0,8.98,67.2,D
6.1,87.7,1.4,1.2,5.4,5.0,2.7,3,5.2,73.5,D
9.5,86.2,4.7,2.1,5.1,2.2,8.3,3,5.52,62.4,C
9.6,79.3,8.4,1.7,4.6,4.9,9.1,0,9.5,55.7,B
19.4,84.1,4.6,0.6,7.7,5.1,8.9,3,5.9,48.9,B
12.4,68.5,7.3,1.6,8.1,5.9,5.9,1,7.92,45.3,B
2.0,91.6,4.0,0.8,5.8,4.0,5.1,2,6.7,97.3,B
11.2,61.4,0.4,0.7,4.1,7.4,5.6,3,6.22,49.6,F
7.9,77.6,6.8,1.9,7.8,1.5,8.9,1,6.7,91.1,C
17.0,88.1,7.8,3.1,6.2,2.2,8.9,0,5.68,85.0,A
22.9,67.2,7.2,0.5,7.8,5.1,2.2,3,8.65,58.9,B
5.3,85.9,7.2,3.3,5.6,2.4,3.1,0,7.9,62.0,C
24.5,89.6,5.5,0.3,4.8,6.7,8.5,2,8.7,50.3,B
15.7,62.4,7.7,2.8,7.5,4.4,3.0,0,6.98,76.5,C
25.1,74.5,7.3,7.4,7.8,7.4,3.7,1,5.7,73.0,B
23.9,81.0,4.9,1.4,6.5,3.2,5.6,0,8.92,48.5,B
18.0,93.1,7.6,2.7,6.3,5.8,2.1,1,7.9,72.4,B
10.2,78.1,6.8,4.8,7.2,6.6,1.8,3,5.78,46.8,C
24.2,72.1,7.1,3.5,4.0,4.6,8.8,3,8.92,59.9,A
9.8,88.9,0.5,1.5,7.8,9.7,5.1,1,6.22,89.5,D
22.0,76.2,8.0,10.0,6.3,5.5,8.6,2,6.72,91.7,A
15.2,89.8,9.2,1.5,4.0,7.0,10.0,2,7.05,41.5,C
10.3,70.5,1.3,4.4,5.7,3.5,6.3,2,5.95,79.6,D
6.7,93.0,7.0,5.6,8.1,7.7,6.1,3,7.68,58.7,C
15.0,83.7,1.9,0.3,7.1,6.9,2.3,3,7.48,96.1,C
11.5,88.3,1.1,2.6,7.3,8.9,9.8,2,7.5,70.7,C
16.9,71.2,2.6,0.2,7.0,9.6,3.3,0,8.75,44.3,D
15.1,72.8,9.5,1.0,7.6,7.1,6.6,2,6.8,82.3,B
12.4,73.7,9.1,0.1,7.2,3.2,9.5,0,6.8,97.2,B
17.6,83.5,9.8,3.5,6.3,4.5,8.0,2,5.32,49.6,C
14.0,85.1,7.9,0.3,6.0,4.1,7.3,0,6.92,45.4,C
6.0,63.2,8.4,3.8,8.0,9.5,1.8,3,5.75,58.4,D
26.4,77.3,3.6,2.0,5.3,9.3,5.3,2,6.95,89.2,C
7.9,94.4,4.9,1.3,7.7,8.3,5.5,2,6.98,44.1,C
11.1,77.5,0.3,2.9,8.6,4.7,9.3,1,9.8,53.1,C
13.7,100.0,1.0,1.6,5.8,9.5,4.9,2,7.92,70.0,C
12.3,93.5,3.9,5.7,6.2,6.7,2.3,0,5.35,64.7,C
23.6,87.7,7.0,1.3,5.2,8.9,6.8,1,5.5,40.0,B
13.6,92.8,8.6,0.5,8.1,4.9,1.9,2,6.78,93.9,B
19.9,69.9,8.0,1.5,4.8,2.8,1.6,2,7.18,66.7,C
13.6,87.8,3.8,0.2,7.6,1.1,3.6,3,5.52,46.3,C
10.6,65.4,6.2,0.4,7.3,1.0,9.4,1,8.15,60.0,B
16.8,66.0,1.8,2.1,8.0,5.5,2.2,0,6.4,64.5,D
9.9,77.7,10.0,3.4,7.3,1.6,2.1,2,7.32,90.6,B
8.8,66.5,1.7,1.8,6.2,4.1,5.2,3,9.88,96.2,C
8.7,68.3,9.0,4.7,6.8,7.8,1.3,2,6.42,53.3,D
3.0,81.7,9.2,0.5,5.6,6.4,4.1,1,4.3,61.2,D
5.7,59.8,4.6,1.0,4.9,2.6,6.0,0,6.68,42.0,D
10.4,86.2,3.8,3.0,5.0,3.7,6.6,3,7.9,47.6,B
14.2,78.5,7.2,0.4,7.5,3.4,9.6,2,5.65,51.9,C
13.7,65.6,8.0,4.6,6.7,1.2,4.5,0,7.68,54.2,C
5.8,79.0,5.4,5.3,6.3,3.4,9.1,2,7.95,74.4,B
22.9,57.3,6.8,10.0,6.9,2.6,3.9,2,5.1,41.3,B
20.8,77.5,9.5,0.1,6.8,7.7,6.8,1,7.08,47.8,C
7.8,67.9,5.0,2.0,5.9,2.6,7.6,1,5.32,59.9,D
20.4,80.5,0.2,2.3,7.1,6.7,10.0,2,8.88,64.4,B
23.7,74.6,9.2,6.4,6.2,1.3,7.8,3,8.8,69.7,A
18.2,71.0,4.1,1.6,6.6,9.7,6.4,1,9.1,86.2,B
3.9,83.9,9.5,0.5,7.0,5.5,6.2,1,8.4,85.7,C
23.8,92.4,5.5,0.7,6.9,4.0,4.4,1,7.0,97.8,B
11.6,78.3,0.8,1.0,6.1,1.8,8.7,1,8.28,81.3,B
11.3,92.5,6.4,4.8,6.4,8.1,2.7,0,5.3,75.0,C
16.4,83.8,3.2,0.3,6.8,1.5,8.7,2,8.38,60.4,B
16.9,76.9,7.4,1.2,6.5,7.5,7.4,0,9.28,74.9,B
24.4,79.2,8.7,6.4,7.6,5.0,5.6,0,5.02,93.7,C
9.7,94.2,7.7,1.3,7.0,4.3,7.5,2,10.0,82.8,B
5.9,52.3,5.7,0.2,6.6,5.6,4.3,1,3.35,57.1,D
15.5,77.8,4.6,0.0,5.2,5.0,4.3,3,7.7,45.1,C
21.7,72.7,7.1,6.5,6.4,5.6,6.2,1,6.3,54.1,B
18.7,69.4,6.2,1.7,4.8,4.5,6.1,1,6.72,41.5,C
12.2,87.3,8.5,1.0,8.3,9.0,4.6,1,4.65,45.9,D
10.2,73.5,1.2,3.1,7.5,10.0,3.1,1,7.08,54.4,F
6.5,99.8,1.7,1.7,5.4,6.7,4.5,3,7.25,98.2,C
8.9,88.1,8.5,0.0,7.3,9.1,7.2,0,5.3,64.8,B
17.5,87.5,5.5,4.7,5.7,8.9,1.5,3,5.28,70.7,C
18.0,80.0,10.0,0.7,4.9,9.0,7.8,2,9.78,75.8,B
15.2,80.3,3.4,1.3,5.8,9.0,4.3,1,5.48,83.5,C
4.4,75.0,5.6,0.2,5.1,7.5,5.4,3,6.0,85.1,D
7.7,83.2,1.6,0.5,6.3,5.3,10.0,2,6.25,65.9,C
19.5,69.8,10.0,1.3,6.2,7.2,6.4,3,8.25,43.2,B
18.0,87.3,8.0,4.5,4.3,8.3,2.7,1,7.32,57.4,C
11.7,99.6,9.1,2.1,8.4,2.7,2.2,1,4.47,64.3,C
17.4,100.0,9.5,0.4,6.9,2.3,3.7,2,8.77,68.9,B
21.2,100.0,8.7,1.9,8.5,5.3,2.1,3,8.95,50.2,A
22.4,61.6,5.4,0.1,7.3,9.3,1.9,1,4.85,70.2,F
8.8,76.0,0.4,1.6,5.4,6.8,7.2,2,7.98,55.3,C
13.5,59.5,4.3,1.5,5.5,6.0,4.0,3,6.9,47.3,D
12.5,60.7,4.9,1.7,7.6,2.1,1.5,3,5.4,86.1,C
34.0,76.6,5.0,2.3,7.8,4.4,4.7,2,8.5,62.4,C
20.3,81.6,9.7,3.0,6.6,9.9,4.8,3,6.08,52.7,B
17.1,85.0,3.7,1.5,6.8,4.3,8.9,3,6.48,95.6,B
31.8,80.6,0.9,2.9,9.1,4.8,1.7,1,9.15,93.6,B
19.3,77.9,8.1,4.1,7.0,4.1,9.5,1,6.52,44.3,A
8.7,93.6,6.1,2.0,6.1,5.9,3.8,1,7.88,86.5,C
17.4,100.0,2.6,1.2,6.0,9.4,7.1,2,6.18,72.6,C
21.3,95.6,8.6,3.6,6.9,1.4,2.4,0,5.7,54.5,B
18.0,80.6,2.1,10.0,6.6,8.0,7.5,3,8.05,79.2,D
17.6,58.6,1.7,0.4,6.0,4.3,5.4,2,8.18,50.4,C
8.3,91.5,1.6,0.0,6.8,7.2,1.9,0,7.5,56.2,D
16.6,56.0,7.1,6.1,5.7,8.1,5.8,0,7.45,61.8,D
8.8,63.3,5.8,4.0,4.9,1.6,6.3,2,8.35,54.3,D
15.1,71.9,1.7,0.3,7.8,6.2,9.8,0,6.62,72.2,B
10.7,85.5,6.0,2.8,6.5,2.2,10.0,1,7.65,64.9,B
27.3,80.6,2.7,2.9,6.1,7.3,3.9,2,7.32,92.1,B
14.8,76.5,8.9,1.9,5.5,8.6,3.9,3,8.1,65.5,C
6.6,74.5,4.9,6.9,6.7,8.9,1.4,1,6.22,50.3,F
6.3,98.5,9.6,0.4,6.3,7.4,3.1,3,6.32,48.2,C
12.5,78.9,2.4,1.2,6.9,3.9,3.9,0,7.55,63.1,B
12.6,69.0,0.7,5.0,8.3,6.2,3.1,1,7.98,82.6,D
12.2,78.9,9.1,0.1,4.8,7.9,6.2,3,9.35,97.9,C
12.0,100.0,7.5,4.4,4.5,9.3,4.8,2,8.4,64.9,D
1.8,89.8,4.9,0.5,7.3,4.7,8.1,0,9.52,70.4,C
21.6,70.0,7.1,4.1,10.0,7.6,4.7,3,8.65,65.3,A
16.4,76.4,2.9,3.0,6.1,2.2,8.9,0,7.72,67.5,B
23.6,72.6,0.8,1.3,4.1,7.3,9.6,3,7.1,76.4,C
22.4,63.2,0.5,5.3,7.8,3.8,1.6,2,6.8,50.7,D
5.5,100.0,6.5,2.8,6.4,9.3,3.1,1,8.55,44.7,C
3.5,61.1,3.0,2.9,7.3,9.5,7.1,3,6.12,56.3,D
22.3,66.4,8.7,0.1,6.1,3.8,2.7,0,7.3,94.7,B
11.2,86.7,0.4,0.2,5.3,6.5,6.8,2,5.28,88.4,C
7.1,76.2,4.9,0.5,5.8,8.8,3.6,1,8.0,75.9,C
12.9,90.1,3.7,4.2,5.9,5.0,8.1,0,7.5,89.0,B
3.3,81.1,7.4,1.2,6.5,8.4,7.9,2,6.25,57.1,C
10.6,86.2,3.9,5.4,5.8,4.4,8.4,0,5.98,76.9,D
5.9,87.5,0.6,0.4,6.5,6.4,4.2,2,4.0,64.3,D
10.3,66.7,3.4,5.6,5.4,1.2,3.1,1,7.38,53.6,C
18.4,92.3,7.7,5.0,6.2,5.7,9.2,1,5.62,82.5,B
19.6,89.7,0.4,2.8,4.9,7.5,4.3,0,7.3,90.0,D
9.6,86.4,1.3,10.0,7.7,6.5,5.5,2,8.22,54.6,C
10.9,62.1,6.5,4.4,7.1,4.2,8.2,3,8.85,42.0,C
16.1,69.6,8.7,2.5,6.4,4.5,2.0,1,7.08,57.0,C
8.6,76.5,8.3,1.7,7.9,3.3,9.9,3,5.4,99.4,B
18.9,75.6,7.9,1.7,5.4,4.9,6.0,3,8.62,58.5,B
9.6,93.8,2.3,7.6,4.7,6.2,9.3,0,6.8,41.4,C
19.9,75.5,8.4,2.9,5.3,7.6,4.1,0,7.18,65.3,C
19.0,61.0,7.2,2.8,6.0,5.5,6.6,0,7.92,96.9,C
8.5,91.4,9.3,2.3,9.2,5.6,1.4,2,6.72,68.1,B
10.7,74.0,0.5,0.6,6.9,3.4,3.5,1,5.35,80.6,C
18.4,94.0,6.3,2.9,7.9,2.3,5.9,1,5.42,71.4,C
16.3,73.9,8.9,2.0,5.9,2.2,4.5,3,6.7,43.1,C
22.5,71.0,8.5,0.3,5.2,8.7,5.4,0,6.28,60.3,C
